ID,output
ID_02192,"장점: 송도의 해변 중앙 위치   단점: 그 외 모든 것, 특히 방음. 새벽에 뜨거운 커플들이 있어 잠을 못 자요. 옆에서 하는 것처럼 4D 사운드로 선명하게 대화 소리도 아주 잘 들림."
ID_02712,매우 깔끔하고 좋았어요. 바다뷰도 좋으니 한번쯤 가보는 것을 추천합니다.
ID_09184,적당한 가격에 엘시티 뷰 및 바다 뷰가 멋짐. 수영장이 엘시티와 어우러져 이색적인 사진 가능!
ID_02190,"뷰는 말 안 해도 되는 것 같아요. 너무 좋아요, 힐링 그 자체! 침대가 딱딱하다는 평이 많아서 걱정했는데, 저희는 잘 잤습니다! 조식 등 서비스도 좋았어요. 조금 아쉬운 점은 화장실이 조금 좁은 거 말곤 다 좋았어요. 잘 쉬다 갑니다~"
ID_04670,아침에 따뜻한 물이 안 나와서 씻지도 못했습니다. 그냥 펜션이고 옥상에서 고기를 구워 먹을 수 있네요.
ID_05142,별로예요. 객실이 너무 춥고 히터를 하루 종일 틀어도 안 따뜻해져요. 건조해지기만 해요. 직원들도 별로 친절하지 않습니다....
ID_05984,"근처 공원 산책로, 야경까지... 아이들과 안전하게 다녀올 수 있어요."
ID_06565,깔끔하고 괜찮아요 
ID_07804,타입: 디럭스 + 조식   객실: 빌딩 뷰 객실이 12만원   체크인: 16:30   냉장고: 내 생수는 청량감 2~3   아무리 겨울이지만 에어컨은 작동도 안 되고   욕실 바닥 물은 고여 있음   각 티슈 없음(오직 욕실 내 두루말이 화장지만)   조식: 요즘 퀄리티 떨어지는 빕스 뷔페 맛   4성급이라기엔... 좀
ID_06943,"사장님이 바뀌셔서 그런가 리모델링도 하고, 옛날의 그 쩐내 나는 숙박 느낌이 1도 안 보이네요."
ID_09510,뉴스 보고 왔습니다. 정말 최악이네요. 믿고 거르겠습니다.
ID_10055,"1. 뷰 맛집 2. 공간 널찍 화장실도 넓다 3. 창문도 열리고 방충망도 있다 개선해야 할 점  체크인 시 성의 없는 태도에 당황... 아니, 불친절? 모르겠다  다른 직원들도 오가는 손님들을 투명인간 취급. 밖에 소음보다 에어컨 소음이 더 시끄럽다 - 필터를 안 닦으면 이런 소음이 들리는데 전혀 관리가 안 되는 거임. 창문도 열리고 방충망이 있어 좋았는데 방충망이 너무 더럽 ㅜㅜ 뜨거운 건물 수압 약하지만 이건 패스... 수도꼭지 부분이 누렇게 더럽... 객실 청소 상태가 별로임. 그럼에도 불구하고 잘 쉬다 감. 아!! 로비 들어서면 진한 방향제... 그거 안 해도 되고 1층 화장실 냄새 안 나게 청결 관리에 힘쓰길."
ID_02136,자주 가는 곳 룸 컨디션 좋음
ID_01065,친절하지만 위생 및 시설 면에서 2/5.
ID_00600,장점: 가격 + 깔끔한 편 + 더블룸 기준 엄청 좁진 않음   단점: 방이 사진보다는 낡았어요. 근데 사용하기에 불편한 정도는 아니에요. 근데 제일 큰 단점이… 너무 방음이 안 돼요!!!! 외국인들이 너무 많은데 문 닫는 소리 진짜 크게 들리고 옆 방에 알람 소리도 다 들려요ㅠㅠㅠ 복도 소리도 엄청 크게 들리구요ㅠㅠㅠㅠ 새벽부터 부스럭거리는 소리로 깰 수 있습니다.. 조용한 게 최고인 분들은 다른 호텔로..
ID_04227,아주 깨끗한 장소이며 프런트 직원도 친절함.
ID_07577,좁아서 불편하긴 하지만 뷰는 정말 좋아요~!!
ID_00077,"침구 좋아요. 근처 가게가 많아서 편하고, 작지만 피트니스가 있어 만족해요."
ID_07546,아이랑 둘이 부산에 친구들 만날 겸 힐링 여행을 왔는데 잘 쉬고 잘 놀고 왔어요. 그중에서 호텔이 제일 마음에 들었어요. 깔끔하고 친절하고 4박 하는데 가격도 좋았고요. 여름쯤 다시 온다면 10+1박 하고 싶네요. 호텔 시설 사진은 안 찍는 편이라 어메니티 아베다 보고 찍은 거랑 바다가 너무 반짝여서 찍었습니다. SRT 이용해서 주차는 이용을 못했네요. 걸어서 3-4분이면 해운대 앞바다라 너무 좋고 해운대역까지도 걸어서 5-6분이고 가는 길에 멋진 포토존(연말 연초 조명) 많았어요.
ID_02898,"이 근방에서는 시설이 가장 최근이고, 주차 등 모든 게 편리함~"
ID_04820,여기는 사장 때문에 다시는 안 갑니다.
ID_09506,"가성비 좋고, 경치 좋아요 :) 시설도 잘 되어 있습니다. 아쉬운 점은 정문 말고, 안쪽에 있는 화장실 냄새가 좀 심했어요."
ID_10481,"직원분들이 너무 친절하시고, 태어나서 처음으로 초고층에서 머물렀는데, 이래서 사람들이 돈을 많이 벌어야 한다고 하는 말이 무슨 말인지 알게 되었네요. ㅎㅎ"
ID_06413,바다랑 진짜 1분 거리라 넘 좋습니다..... 내부도 엄청 깨끗하고요..... 괜히 리뷰가 많은 게 아니었네요 ㅎㅎ
ID_09444,"이게 오륙도 뷰? 오션 뷰랑 무슨 차이인지 모르겠어요. 여러분, 절대 셀프 체크인 하지 마시고, 꼭 카운터 가서 ""오륙도 뷰"" 잘 보이는 곳으로 확인하고 키 받으세요. 셀프 체크인은 객실 선택이 아예 안 되고 랜덤 배정입니다. 주방도 저게 끝이라, 전자레인지 없고요. 인덕션 1구예요;"
ID_09064,"와, 방음 대박 ㅋㅋㅋ 옆방에서 걸어다니는 소리, 코고는 소리, 떠드는 소리 다 들리네요."
ID_08007,전체적으로 만족스럽습니다. 조식을 차려 주시는 주방 이모님이 역대급으로 친절하십니다.
ID_05468,여기 갈 돈으로 그랜드 조선 부산 파라다이스 이런 데 갈 시길… 양심적으로 시그니엘 라인은 아님
ID_05951,"이 정도 위치에 이 정도 가격, 시설이면 좋은 겁니다. 바다 뷰는 아니지만 용두산 보는 것도 괜찮습니다. 꿀잠 자는 곳."
ID_03391,호텔은 만족했으나 퇴실 시간에 30분 미리 나와 있는 것을 추천드립니다. 퇴실 시간을 맞춰 나가면 중간층은 고층에서 탄 사람들이 많아 엘리베이터를 타지도 못하고 여러 번 그냥 보내야 합니다.
ID_05415,"카운터에서 일하시는 총괄직 아줌마의 응대가 아주 좋네요. 레이트 체크아웃하고 자고 있었는데, 현관문을 깜짝 이벤트로 열었다 닫아주셨어요! 공기가 탁했는데 환기를 시켜주신 건가요? 감사합니다!! 모닝콜 알람 서비스랑 환기 서비스는 드문데, 마음에 들어요. 문의 드리고 싶었는데 전화도 아예 안 받으셔서 아쉬워요. 말하고 있는 도중에 전화가 자꾸 끊기네요^^ 다음에 또 부산 가면 이용할게요^^"
ID_02560,너무 친절하신 사장님 맛있는 조식 개쩔고 깨끗한 방!! 사장님 너무 감사드립니다. 다음에 부산 오면 또 여기 묵을래요!
ID_11138,"풍전포차 패키지 너무 만족, 편의시설 만족 "
ID_08162,저희 가족은 아주 잘 쉬다 왔어요. 가격 좋고 깔끔했고 차키는 맡기면 됐고 사장님 친절하셨고...
ID_02635,"시설이 깨끗하고 나쁘지 않아요. 음료수와 물, 바나나, 만주 등이 공짜로 비치되어 있고, 머리카락 없이 깨끗합니다. 다만, 여긴 사방이 거울이에요. 천장에도 거울이 있고요... 거울은 깨끗합니다. 욕조가 거실 소파 옆에 있어요... 이런 거 좋아하시면 나쁘지 않을 듯요."
ID_05256,"2박을 했고 3인실을 썼는데 보일러는 원래 안 되고 난방기가 있었어요. 그런데 둘째 날에 난방이 안 돼서 너무 춥게 잤어요. 비가 그쳤다 내렸다 하는 날씨라 밤에는 추웠는데, 밤에 직원들이 다 퇴근해서 어디에 연락할 데도 없고, 다음 날 프론트에 난방이 어제 안 됐다고 말하는 것밖에 방법이 없었어요. 이게 저뿐만 아니라 다른 게스트 분들도 그랬다고 하시는 걸 보면 지속적인 문제인데, 제가 다음 날 체크아웃할 때 말씀드렸더니 ""아, 난방으로 맞추셨어야 하는데 난방으로 하면 원래 되는데...""라고만 하시고, 제가 ""신경 좀 쓰셔야 할 것 같다""고 했더니 그제서야 ""아, 죄송하다. 같은 층 다른 방에서 냉방을 하면 다른 방 난방이 잘 안 된다고 하신다""고 말씀하시더라고요. 그리고 안에 조명이 엄청 어두워서 화장하기 최악이에요. 밝은 곳이 없고 무드등 같은 빛이에요. 화장하시는 분들은 진짜 너무너무 불편해요. 그냥 어두운 게 아니라 노란빛이라 이게 무슨 색감인지도 잘 모를 정도예요. 좋은 점이 있다면 침구가 푹신했다는 거...?"
ID_03530,뷰가 좋고 진짜 친절하며 깨끗해요.
ID_08567,친절하고 주변에서 놀기 좋은 위치
ID_01908,"좋았던 점   1. 안네데스크 직원이 친절해서 첫인상이 좋았다!   2. 호텔 시설이 전반적으로 깔끔하고, 로비에 이마트24가 있어서 편리했다.   3. 오픈형 드레스룸이 있어서 실용적이고 짐 관리가 수월했다.   4. 인테리어가 모던한 컬러이고 집 같은 느낌이다!      아쉬웠던 점   1. 청소가 제일 아쉬웠다. 바닥에 먼지가 보이고 비치된 컵 안에 먼지가 있었던 점, 화장실 환풍구에 먼지가 많이 껴 있었던 점과 세면대 배수구에 선홍색 물때가 있던 점에서 아쉬웠다! 청소만 좀 더 잘 되어 있으면 더욱 기분 좋게 머물 수 있을 것 같다^^"
ID_10434,"에어컨 안 됨, 방음 안 됨(진짜 심각함). 룸 컨디션은 좋았습니다."
ID_00235,"진심 체크아웃하고 출차에 30분 이상 걸리네요 ㅠㅜ. 한번은 몰라서 오지, 두번은 안 오고 싶네요."
ID_01604,"휴가라 여자친구랑 양양에 놀러 왔습니다!! 캠핑은 처음이라 걱정 반 기대 반이었는데, 사장님이 친절하게 설명도 해주시고 너무 재미있게 놀다 왔습니다!!!"
ID_07984,최근 캠핑장 환경이 부쩍 좋아졌어요. 강변 전망 최고!
ID_09310,"침구며 화장실이며 아쉬울 게 하나 없었고, 무엇보다 청결해서 너무 만족스러웠습니다!!! 다음에 다시 놀러 온다면 재방문할 것 같아요 ㅎㅎ"
ID_03490,나만 로비 빼고 다 낡았다고 느끼냐...
ID_11091,진짜 짱이에요!! 혼자서도 이렇게 예쁜 호텔을 이용할 수 있다니ㅠㅠ 만족ㅠㅠ 다음에도 이용할게요
ID_01994,호텔까지는 아니고 좀 큰 모텔 정도 내부는 깔끔하고 이쁨 부산대항? 그 다리 보이는 뷰여서 좋음 ㅜㅠ 다만 따뜻한 물이 잘 안 나오고 빨리 안 나오고 냉장고가 따뜻함. 방 무료로 업그레이드 해줘서 더블 베드 두 개였고 매일 밤 야식 파티해서 지저분한데 잘 치워줬고 미안해서 별 4개...
ID_02824,"숙소는 구식, 조식은 돈이 아까움."
ID_10460,3 가족이 모여도 거뜬해요! 거실이든 방이든 부엌이든 모두 넓어서 좋았어요. 애들 시끄럽게 떠들어도 방음이 잘되니 걱정도 없었어요. ㅎㅎ 만족
ID_01342,방도 깨끗하고 직원분인가? 사장님인가? 모르겠지만 친절하세요~ 다음에 또 방문할게요~^^
ID_08512,옥상 수영장이 좋아요.
ID_01619,"제가 군대 가기 전 마지막으로 온 여행인데, 오션뷰가 아주 죽여줬구요. 아침에 일어나서 찍은 일출이 맛집이었습니다. 기회되면 또 오고 싶네요 ㅜㅜ"
ID_05287,객실도 깔끔하고 뷰도 좋아서 잘 쉬고 왔어요. 광안리 해수욕장이랑 가까워서 근처 다니기도 편했어요. 광안리에서 접근성이 좋고 편리한 오션뷰 호텔을 찾는다면 추천합니다!
ID_02060,"크으 ㅎㅎ 해운대 근처인데도 너무 조용하고 아늑하니 묵기 좋았고, 여기 조식 맛집입니다!!"
ID_11208,"오래된 호텔이지만 위치도 좋고, 서비스도 괜찮고 여러모로 만족한 여행입니다."
ID_02219,고급 패브릭 소재가 좋긴 하네요 ^^ 편하게 잘 잤어요 ~
ID_09865,시설은 깔끔한 편이지만 침대 매트리스가 다소 딱딱하고 미니 냉장고라고 해도 너무 작았던 게 단점...
ID_06038,"온라인으로 예약한 방을 다운그레이드해주고도 당당한 직원들. 예약한 방 사진과 달라서 물어보니 똑같다고 하지만 구조 자체가 다름 ㅋ 호텔 위치가 괜찮아서 몇 번 이용해보고 고른 건데, 니가 뭘 아냐는 태도와 대꾸하기 귀찮은 표정의 직원들이 인상 깊음. 대충 치운 객실이 더러움. 요새 잘하는 곳 많으니 이곳 이용은 신중히 판단하시길."
ID_00260,"태어나서 처음 가보는 글램핑~ ^^ 글을 보니 방음이 안 된다는 글이 있는데, 오징어 배 타시다가 3년 만에 육지에 오신 분? 글램핑은 원래 방음이 안 됩니다~ 방음이 안 된다는 분께는 글램핑 말고 방콕을 추천 드리고 싶네요~ 휴지, 이불, 수건 없다는 글도 있던데, 펜션에 있는 물건은 다 있습니다~ 사장님 엄청 친절하시고요~ 사장님 무뚝뚝? 두 분 다 밝으시던데요 ^^ 예약한 글램핑 청소하는 동안 한 분 한 분 대화 많이 나누었어요~ ^^ 아! 그리고 이곳은 애완견도 데리고 갈 수 있어요~ ^^ (사장님께서 알려주셨어요~ ^^) 단점을 뽑자면 새벽에 뜨거운 물이 나오지 않는다는 거 ㅡㅡ 그거 빼고는 모든 게 다 마음에 듭니다 ^^"
ID_10556,잘 쉬다 왔습니다. 당연한 거지만 친절하셔서 좋았네요.
ID_10231,"딸아이와 함께 여행 왔어요^^ 인스타에서 보고 한번 꼭 와보고 싶었는데, 딸아이도 좋아하고 저도 너무 만족스럽습니다~ 우선 대리석 바닥이라 깨끗하고, 전체적으로 화이트 인테리어도 마음에 들어요. 바다가 정면으로 보이는 게 제일 큰 매력입니다!! 다음에는 더 큰 객실에서 지내보고 싶어요!!"
ID_09093,객실이 완전 깔끔하고 정돈이 잘 되어 있다는 생각이 들어서 너무 좋았어요!
ID_03744,"방음이 안 되고, 와이파이가 구리며, LTE 무제한을 사용하는데 신호가 잡히지 않아 쓸 수가 없습니다. 내부 시설은 쾌적하긴 합니다."
ID_02026,온천 호텔 사우나 노천탕
ID_06988,갓성비 숙소입니다. 서울 숙소는 여기로만 와요.
ID_04234,군대 나온 이들 덕분에 여름 나들이 부산 가족 여행ㅎ 더운 여름 시원하게 해준 LCT 뷰 너무 짱! 숙박이 아닌 주거이고 싶은 곳ㅋ 살고 싶어지네요~ 시설도 주변 맛집도 많고 좋은 추억 쌓고 갑니다.
ID_01917,하마터면 갈 뻔했네!!
ID_01828,"제2캠핑장은 새로 생긴 덕분에 시설이 다 깨끗하고, 나무가 우거져서 타프 없이도 충분히 좋습니다. 계곡이 가까워서 물 소리가 좀 큰 게 단점일까요?"
ID_09765,"큰 차는 주차가 안 되어서 노상에 돈 주고 주차함. 며칠 있어서 돈이 더 나옴. 직원한테 주차 관련 문의 잘 모름. 주차 빼고는 주변도 볼 거, 맛집도 많아서 좋음."
ID_06233,위치 객실 깨끗하고 가성비 좋음.
ID_10520,전 객실 비흡연이라 좋았음. 그냥 무난.
ID_06283,많이 파세요. 어차피 취소하시겠지만.
ID_04208,"낮은 층 배정, 화장실, 샤워실 물때 아쉬움. 잠만 자고 얼른 나옴. 체크인 시 혼잡 (4시 이후 추천) 침대 컨디션 좋음."
ID_00224,오직 뷰를 위한 숙소 선택... 엄청 낡았어요.
ID_08915,"모기가 좀 있긴 하지만, 위치, 위생 상태, 시설 면에서 부족함은 없습니다. 모기는 환풍구로 유입되는 것 같은데, 어딘가에 댐퍼를 좀 달면 어떨까 하는 생각은 드네요. 4층 공용 부엌 사진들에서 잘 안 보이는데, 전자레인지도 잘 있습니다. 급수기도 있고 좋았어요. 가성비 있는 숙소 굿굿."
ID_10002,고객 응대 최악… 카운터 분이 그냥 손님이랑 싸우려드네요.
ID_09333,주차장 개선이 시급합니다...
ID_06469,"로맨틱 오션 룸 후기   장점: 뷰   단점: 방음, 옆방 사람들 대화 소리 진짜 잘 들림. 한 방 쓰고 있다고 해도 과언이 아닐 정도로 잘 들림. 좁고 좁다.. 다들 알고 예약하는 거니 굳이 말 안 해도 아실 듯. 십만 원 내고 세 시간 머물다 옆방 소음에 체크아웃했습니다. 옆방 사람들이 소리지른 거 아니고 그냥 평범하게 떠든 건데도 너무 귀에 박히게 잘 들렸습니다. 밤에 그분들이 술 한 잔 하고 들어오면 도저히 못 잘 것 같아서 집에 갑니다. 이 몹쓸 호기심"
ID_10607,겨울엔 이용하기 무난한 객실.
ID_00846,계곡 물 소리가 들리지만 조용하게 쉬다 오기 좋네요. 무릉 계곡 갔다 오는 길에 관리 사무소에서 직접 예약했는데 근무하시는 분이 너무 친절하셔서 기분이 좋았어요. 6월 말 비수기라 8천 원에 저렴하게 사용했어요. 샤워실 온수도 잘 나오고 화장실도 깨끗하고 와이파이도 잘 되네요.
ID_04289,"밤에 시끄러운 차 소리만 견딜 수 있다면 최고의 숙소. 조식 무료에 일출도 보이고, 야경도 예쁘고, 루프탑 이용에 카페 할인, 방도 깔끔하고, 빗과 드라이기가 모두 구비되어 있음."
ID_05560,여름에 가성비 있게 잘 다녀왔습니다. 전반적으로 만족스럽네요.
ID_02551,일단 다녀본 숙박 시설 중 제일 추웠던 숙소. 화장실에서 달달 떨어본 건 어린 시절 이후 처음! 시설이 1980년대에 머물러 있는 것 같았다. 다만 위치는 나름 괜찮았던 듯. 다시 가라면 부산을 안 가는 선택을 할 듯!
ID_00117,항상 좋은 곳!! 시설도 좋고!
ID_08837,카운터 보시는 분 진짜 친절하시네요.
ID_05966,조식은 꼭 드셔보시는 걸 추천합니다. 호텔 내부는 딱 하루 머물기는 좋네요.
ID_08195,날씨가 안 좋아서 살짝 아쉬웠지만 웰컴 푸드랑 음료수까지 주시고 직원분도 친절하셔서 너무 좋았어요 : )
ID_08659,"이그제큐티브 디럭스 킹을 이용했습니다. (라운지, 해피아워, 조식 포함, 주차 무료) 직원 친절도 & 서비스 ●●●●● 룸 컨디션(화장실 포함) ●●●●● 음식 맛 ●●●●○ 뷰(도심) ●●●●○ 직원분들이 방문부터 퇴실까지 케어를 너무나도 잘해주셔서 감동받고 갑니다. 서비스 때문에 재방문 예정입니다."
ID_07489,"다른 호텔과 다르게 한옥이고, 시설도 깨끗해서 좋았어요. 한옥 호텔 2인실 비즈니스 호텔 온돌룸."
ID_00005,편안히 잘 쉬고 왔습니다. 주위에 맛집도 많아서 좋은 것 같아요.
ID_05342,진짜 너무 예뻐요 ㅠㅠㅠ 또 오고 싶어요 ㅠㅠ 뷰 맛집
ID_09111,"재방문의사 100% 아침부터 저녁까지 뷰가 너무 예쁘고 전체적으로 화이트 톤이라 깔끔하고 샤워실, 탈의실이 하나로 되어 있는 게 정말 좋았어요! 다음에 부산에 오면 또 방문하겠습니당. 조식도 잘 먹었어용."
ID_04324,가성비 말고 그냥 최고다. 5성급 안 부러운 침구와 깔끔하고 편안한 실내... 12층 테라스와 야외 수영장 바는 최고  아이들도 모두 즐길 수 있는 시설. 앞으로 부산은 여기서 즐길 듯..
ID_01063,"친절한 서비스, 비수기에 온다면 저렴한 가격으로 많은 걸 누릴 수 있음. 진짜 바다 뷰는 정말 좋았음. 그리고 여러 같은 급 호텔 중 룸서비스 김치찌개가 제일 맛있게 잘함."
ID_02590,"깔끔한 시설에 만족하고, 청결한 객실에 또 만족. 가성비 최고 호텔입니다. 재방 의사 100%입니다."
ID_08434,"체크인 할 때부터 직원 분께서 오셔서 안내해 주시면서 체크인 도와주시는 것부터 마음에 쏙 들었고, 야외 루프탑에 포토존도 정말 마음에 들었네요. 사진도 많이 건졌고, 깔끔한 분위기에 숙소와 1, 2층 카페들까지 다음에도 또 올 것 같아요!"
ID_09352,숙소는 괜찮지만 조식은 비추천합니다. 먹을 것이 없는 플레이트… 돈을 너무 아낀 것 같아요.
ID_03735,현대산업 아이파크 아파트처럼 좋겠지... 하고 기대했는데 별로.
ID_03517,"오래된 곳 같은데, 관리를 잘하셔서 그런지 깨끗하고 너무 좋았습니다. 저희는 바베큐 예약을 하지 않고 저희가 가져간 가스팬을 이용했는데, 테이블도 그냥 쓰게 해주시고 깜박하고 부탄가스를 안 가지고 가서 난감했는데, 사모님이 그냥 주시더라고요. 너무 감사했어요. 바다도 바로 앞이라 너무 좋아요."
ID_06986,브랜드라 좋긴 한데 가끔 노후된 데가
ID_06767,밖이 시끄럽습니다. 감안하셔야 합니다.
ID_05622,"요즘 시간적인 여유가 생겨서 모처럼 여행을 왔는데, 행복한 하루를 잘 보냈네요. 흠잡을 데 없을 만큼 좋은 곳이에요. 추천할게요!"
ID_01605,펜션 앞에 바다가 있어서 뷰가 정말 좋았어요ㅎㅎ 펜션 시설도 정말 좋아요ㅋ 손색없는 숙소였어요!
ID_01733,경치도 괜찮고 공간도 깨끗하고 좋아요^^ 오션뷰도 업그레이드 받아서 더 좋았어요. 또 갈게요^^
ID_10529,"하루만 잘 생각하고 갔다가 가격이 좀 비싼 건 그렇다고 해도 (1박에 10만 원) 잘려고 씻고 누우니 1시간마다 저절로 방 불이 켜졌다 꺼졌다를 계속 반복하고, 에어컨인지 선풍기인지, 안 그래도 창문 없는 방 답답한 점도 있고 환기도 제대로 안 되는 감이 있어서 한숨도 잠을 못 잤습니다. 근처 다른 모텔 가시는 걸 추천드립니다."
ID_09504,온도를 올려도 추워요. 아기가 있어서 온도에 예민하네요. 20개월 아기랑 왔는데 온돌방 예약이 다 차서 침대 방으로 했는데 침대 이불에 먼지가 좀 묻어있고 조식은 실망이에요. 아기가 먹을 만한 게 없고 사과에 씨도 보였고 싸게 예약해서 다행이지만 비싸면 안 와요. 다음에 안 올 것 같습니다. 침대 가드를 설치했지만 밀면 밀려요. 가드만 믿고 아기를 두면 안 될 것 같아요. 친절하기는 합니다. 화장실 바닥에 물을 쓰면 물이 고여 있어서 찝찝해요.
ID_03812,"93층 동향, 공사 뷰. 인테리어 열받음, 직원형 누나들 친절함."
ID_10845,가격 대비 너무 깔끔하고 서비스도 좋아서 놀랐어요! 사실 기대 안 하고 왔는데 나중에 또 오고 싶네요
ID_10167,신축 호텔이라 시설은 좋지만 방을 리모델링한 것 같음(층고 낮고 방 좁음). 수영장도 작음. 모든 게 작은 느낌이지만 다른 호텔들에 비해 경쟁력 있는 가격. 사우나가 무료라 좋음.
ID_01761,부산 출장 왔는데 여기 강추입니다. 조식도 잘 나오고 객실 깨끗하고 좋습니다. 스타일러스도 있어서 출장 시 아주 좋습니다.
ID_05401,"시설이 깔끔하고 좋으나, 차도 옆이라 시끄러움."
ID_02739,"클래식한 곳. 베이커리, 델리, 케이크 맛있고 바다 보이는 피트니스 센터에서 유산소 하는 것도 좋고 좋았다."
ID_02472,"숙박만 하면 괜찮지만 다른 서비스는 기대하면 절대 안 됩니다. 체크아웃할 때 차 빼는데 한 시간이 걸리고, 세탁 서비스는 거의 불가합니다. 불친절하구요."
ID_06738,요션뷰는 정말로...
ID_06891,객실이 신식인가? 대리석이 쫙 깔려 있어서 깔끔해 보여 좋았습니다.
ID_07943,좋아요. 시내 접근성이 좋아요.
ID_09685,부산 출장 가서 편하게 정말 잘 쉬었습니다.
ID_04206,지금까지 가본 가장 비싼 뷔페는 라곤 쿠x쿠x였던 평민의 신라호텔 이용 후기.   1. 동대입구역에서 어슬렁거리고 있으면 슈트 핏이 좋으신 카리스마 있는 정장 지어 씨분이 벤을 타라고 함. 호텔 입구까지 공짜로 태워다줌 (1차 감동)   2. 모든 직원이 저 세상 친절도임 (2차 감동)   3. 음식이 지금까지 먹어본 음식 중 가장 맛있었음 (3차 감동) 죽기 전에 다시 한번 가보고 싶음. 이래서 돈 돈 하는구나.
ID_06371,아담하니 잘 쉬었습니다. 객실도 아늑하고 애머니티 및 기타 편의 시설도 좋았어요. 다만 체크인이 불편했어요... 사람이 하는 것이 더 좋은데.
ID_10350,가성비 최고의 숙소라고 생각합니다. 새 건물은 아니지만 깨끗하고 넓고 뷰도 좋고!!
ID_09361,행복한 하루를 꿈꾸십니까? 여기 등대 팬션으로 여행 오세요 ㅎ
ID_10348,"단점 하나 빼고 너무 좋았어요! 화장실 2개, 방 2개, 세탁기 등등 있을 건 다 있고, 위치도 롯데월드, 키즈뮤지엄 도보로 이용할 수 있을 정도로 가깝고 좋았습니다. 롯데아울렛도 코앞이라 자주 왔다 갔다 했네요, 이케아까지 ㅎㅎ 그런데 거실 소파에서 담배 찌든 냄새? 너무 꿉꿉한 냄새가 나서 앉아서 쉴 수가 없었어요ㅠ 전에 이용하던 사람이 더럽게 이용한 건지 눕고 나면 옷에도 꿉꿉한 냄새가 나고.. 소파 천 소재를 한번 갈았으면 하네요ㅠ 그 외에는 만족!!"
ID_00232,스파 가능한 곳 찾아 방문했는데 너무 좋아서 또 오고 싶어요~ 사장님도 친절하심!!!
ID_08258,"혼자 여행 오신 분들 한번쯤 묶으면 좋은 경험이 될 것 같아요. 일단 광안대교 뷰가 끝내줍니다~~! 그리고 좁지만 잠옷, 칫솔, 연필, 휴지, 귀마개도 챙겨주시고 샤워실은 1인으로 되어 있어서 깔끔해요!!"
ID_07561,오션뷰 룸인데 생각보다 괜찮아요. 해운대와 가까워요. 단점: 수압이 낮아요. 샤워 많이 하는 피크 타임에 사용한 게 아닌데도 가정집 아파트보다 수압이 낮으면 어쩌죠?
ID_09795,"너무 좋았습니다. 다들 친절하시고, 또 가고 싶네요."
ID_06168,"방음이 정말 안 되었고 2층 계단도 위험하다고 느껴졌습니다. 새벽에 다른 여행객들이 화장실 가거나 나가는 소리가 다 들려서 한숨도 못 잤고, 창문 커튼 치려고 하니까 벌레들이 두 마리 나왔어요. 침대에 모래도 있고요. 직원분도 불친절합니다. 뷰에 너무 속지 마세요."
ID_03596,"오래되고 오래된 호텔 방도 작고, 조금씩 리모델링 해서 조식은 소소~~ 식당 음식, 룸서비스 음식도 소소~~ 밤에 야경만 남산 타워 보여서 좋네요."
ID_06288,4명이서 놀았음! 호텔 인원 4명 찾기 어려운데 잘 고른 것 같음! 깨끗하고 구조가 좋음! 창가 쪽 라인의 방을 골랐는데 뷰도 탁 트이고 좋았음. 근데 아쉬운 점은 인터넷 연결이 잘 안 됨ㅜㅜ TV로 유튜브 잘 보다가 끊겨서 문의했더니 어쩔 수 없다고 하면서 창가 라인은 다 이렇다고 함... 개선이 됐으면 좋겠음... 그리고 5월 말에 갔는데 에어컨을 아무리 낮춰도 더웠음...
ID_04632,"넘 깔끔해서 좋았습니다. 특히 화장실이 엄청 깔끔해요.. 직원분들도 친절하시고, 다음에 오게 되면 또 방문하겠습니다."
ID_00125,호텔이 불친절할 수도 있구나 했네요.
ID_07641,뷰가 너무 좋아요!! 오자마자 감탄만 10번 넘게 했네요 ㅎㅎ 인테리어도 너무 깔끔하고 너무 깨끗해요! 다음에 부산 여행 오면 무조건 여기로 와야 할 것 같아요. 다른 숙소는 이제 못 가요 ㅎㅎ 1층부터 신발을 벗어서 그런지 호텔 내부 바닥도 너무 깨끗합니다. 올라올 때부터 기분이 좋아요! 조식도 방으로 배달됩니다!! 다만 주차장이 먼 게 아쉽네요ㅜㅜ 공사 중이어서 그런 건지는 모르겠는데 주차장만 가까우면 좋겠어요ㅜㅜ
ID_06229,5박 6일 묵으면서 만족해서 다음에 또 묵으려고 합니다. 방 배정 잘 해주신 친절한 남자 매니저님 정말 고맙습니다.
ID_01296,주차장이 잘 되어 있어서 초보도 주차하기 좋았습니다. 객실 내부도 냄새가 나지 않고 쾌적 그 자체입니다.
ID_01976,"천장에 모기와 벌레 시체가 완전히 많음.... 원래부터 모기가 많은 곳인가 봄. 이 추위에 로비랑 방에서 모기를 발견함. 추워서 난방을 틀었는데 찬바람이 나와서 그냥 꺼버림....; 물 수압이 좋음. 온수도 매우 잘 나옴. 칫솔, 샴푸, 린스, 바디워시, 드라이기 등도 잘 비치되어 있는 편. 수건이랑 물 부족하면 바로 채워주셔서 좋았음. 초량역에서 10분쯤? 매우 가깝다. 싼마이로 자기 좋음. 여름에는 절대 비추천...."
